reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A136IQFGB01KQB,B0002E2G24,Stinky K.,"[0, 0]","The four-way diagram that comes with the switch does not tell you which side to use. Both sides have five tabs and look the same from the above diagram given no matter which way you turn it. I figured it would go the same way as the three-way - wrong. You think Fender would have the sense to figure this out, and give us a proper diagram, but guess again. Just another example of the incompetence at Fender.",3,Improper Wiring Diagram,1400025600,"05 14, 2014"
A3IS1RBMOOULWI,B002Q0WSO8,"Secret Squirrel ""S. Squirrel""","[2, 2]","... but not great either. The ""needle"" never seemed to stay still long enough to isolate the pitch. It also appears that the tuner wasn't reliable on the pitch end either. Recently ordered the red SNARK tuner here on Amazon, and I think it's much better- the Intelli does have the fact that it folds down snug against my guitar going for it- the snark is a little more bulky.Ultimately, the most important thing for me when it comes to tuners is accurate pitch, and readability- Snark wins out... this tuner works for sure, but I don't think it's the best out there.The Snark is cheaper too!",3,Meh... not bad...,1318032000,"10 8, 2011"
A1F5HMIDLSR3EF,B0033PSGSW,James L. Maxey,"[2, 2]","I found this to be very inaccurate but only on a few strings, so adjustment is not possible. I bought this because of the newer features & I like the strum & see which strings were out function but what good are nice features if the main function of the tuner is inaccurate! It's not a bad tuner, seems well built but unless you play so poorly or loud that tuning precision doesn't matter I'd go with the Korg Pitch Black (which is what I was using in my home studio - well back to what worked!)",3,Not Impressed At All,1316822400,"09 24, 2011"
A3F1GM7ZAZD1SW,B0002CZVXM,jmhr,"[0, 0]","The very first thing I noticed about the design is how far from the guitar's surface the strap is actually connected.  What this tells me is there is considerable added stress to the screw and the wood surrounding it because of the added leverage to the guitar's weight.  The &#34;fulcrum&#34; is the surface of the wood, if this makes sense, and I can't help but wonder if it could eventually (eventually over much time and use) cause cracks or splits as a result.I found someone selling only the Dunlop strap buttons, which is a great idea for someone with 2 main straps and several guitars, and was about to order them when I found Planet Waves Elliptical End Pins.  I think this is the best idea yet for keeping a guitar on a strap, unless you're going to be spinning the guitar around your shoulders, and no additional stress on the guitar's body.  I've ordered a set.",3,"So far so good, but may have found something much better.",1387238400,"12 17, 2013"
A2RVY2GDMZHH4,B0002GZBNS,puddytat,"[0, 1]",OK quality and certainly better than a piece of rope.  I found it a bit uncomfortable for sure but for the money it is worthwhile.,3,Nice for the dough,1356652800,"12 28, 2012"
A2RCCN4KEXZGC8,B0009G1E0K,"Joe Average ""Joe Average""","[0, 0]","This guitar strap is very stiff and cuts into my neck.  Also, the &#34;pick pocket&#34; is only useful when the strap is around your neck.  When you remove the strap, any picks in the pocket fall out.  It is OK, definitely not great.",3,Very Stiff,1377388800,"08 25, 2013"
A3157YGT1NASJ7,B0002D0CLC,Aichokeu,"[0, 0]",They work good.  Way to stiff and small for me though.  Great attack but holding onto it is the problem.  The slick finish makes it kinda hard to hold onto and the small amount of pick that shows makes strumming difficult without hitting your finger on the strings.  I imagine it would work great for lead players but I'm a rhythm player.,3,"Good, just not for me",1385424000,"11 26, 2013"
AKGWRO6IC0VIE,B000EELFTW,Vivid,"[41, 44]","In case you're wondering about the difference between this Hohner harmonica holder and the Hohners costing more than twice this one's price, this one is made in China while the others are made in Germany. Now, I'm definitely not one of those who automatically dismiss the quality of Chinese made products. I have, in fact, many musical items of surprisingly good quality made there. This item however has some of the good, AND some of the more stereotypical problems of Chinese goods. Pros: Cheap. Sturdy. And unlike some reviewers, I love the taller height. Far far better for you ergonomically not having to stoop and scrunch your neck and windpipe. I also like the tighter springs, though that does take a little getting used to. But the secure feel of your harp is worth the slight extra effort. Now, the Cons: It's true what others have said: the plastic neck tube smells. Not as bad as some have said, but an annoying chemical smell is definitely noticeable. I cut that off and got a big wide replacement tube at TAP Plastics for a buck (make sure the one you get is wide enough to slide over the bends in the neck loop bar thingee - I got the 1/2"" diameter). 2nd and perhaps bigger problem is that the metal is NOT bent evenly. Mine was distinctly taller on one side than the other, and the neck loop was WAY off. I did my best to bend all parts to even, but the flat metal part is tough to shape. The reason I didn't return it is that I figure most of them are equally uneven: I just picture a bunch of poor souls slaving away bending these suckers by hand, with little or no machine help to ensure consistency. With the work I did on it myself, it works fine and is now fairly even, and like I said, the taller height is just about right for me. It's just annoying that some of the most basic expectations aren't met (like holding your harmonica at an even height on both sides). All this said, the bottom line is that I prefer using this OVER my German made Hohner holder because it's better ergonomically (taller), holds my harp more securely, and the traditional dual butterfly nut design just works far better and with less effort than the ""nouveau"" single butterfly nut design of my more expensive German Hohner. Knowing what I know of its drawbacks, I'm still tempted to pick up another as a back-up or spare. It's a great deal if you're willing to do a little work on it.",3,"Does the job well for cheap, but requires a bit of work",1274918400,"05 27, 2010"
ATVYABSTW0LIE,B001PGXIHK,Meganicus,"[1, 1]","Good picks but not a replacement for jazz 3 that I still prefer over this one, nice backup in case you run out.",3,A little bigger than jazz 3,1361577600,"02 23, 2013"
A3VPJNX40SBP1M,B001PGXHX0,"   ""  ""","[0, 0]","These feel very good but they wear off quite quickly, so not pick taping and easy with the struming. Also watch it if your alternate picking is with the pick almost at vertical.",3,Not as durable,1371772800,"06 21, 2013"
A3D38B289R1U21,B000CBE3G4,William,"[0, 0]",good price for effect  if your looking for a bit of echo then this is for you.  I have amps that have this feature that due a better job.,3,Good price for effect,1393113600,"02 23, 2014"
A27WU4E7J23ZS7,B004UJO41S,"Aurelio ""ABT""","[0, 0]","This device works well, but sound is far from perfect. Distortion is more noticeable at higher volume. For the price paid is a very reasonable option.",3,Good for the price,1401408000,"05 30, 2014"
A2X1F0WUJJP0FC,B000BKY8CU,Matthew L. Adams,"[1, 1]","It has a comfortable seat and seems stable and well-made.  However, if you need to haul it around frequently, it takes a bit of time to set up and screw down or open up the screws that hold the moving stability bar on the bottom of the seat. Also, if you need to adjust the height, you have to remove the entire bolt assembly seen at the crossing point of the bars, and then select one of three holes that are only an inch or some apart from each other.  So, not much selection there.",3,Comfy but Not Fast,1374710400,"07 25, 2013"
A2UYE434RFINE,B0002GLDQM,Jerry Cunningham,"[0, 0]","I quess this pic holder may be a pretty good idea but just not something I would use but as I said, It's ok.",3,it's ok.,1360195200,"02 7, 2013"
A1K45HFFFDNP1A,B003JJQMD8,P. Bradley,"[1, 7]","Good quality cable. I have other cables around it and was unsure about its shielding, but have never noticed any feedback or hissing. Seems like it works just as described.Good delivery time, too.",3,Good Quality Cable,1313020800,"08 11, 2011"
A39PQ7QR2JFXLV,B0002D070I,"Ian Shillington ""Doc Shillington""","[5, 8]","This is not a bad product, just not great.  As soon as I received it, I installed it on my custom made Grit Laskin Guitar, and played with it for over two hours.  Installation was fast, and only took a couple of minutes.  My problems with it are 3 fold:  #1.  Sounds just a bit ""tinny"" = too much on the high end, and not an equal amount of bass.  #2.  A small complaint is that you have to dismantle the entire installation just to change the batteries, and I couldn't get mine to work in ""passive"" mode.  #3.  And the biggest complaint, is that the volume control is difficult to get to when you're performing on stage.  You have to stick your finger in the hole on the top side of the strings and fumble around trying to change the volume which is very sensitive so all of sudden you can be too loud or too soft.  Like I said, it is not a bad product, just not top notch, and definitely not for professionals.  If you're just fooling around at home, or recording at home, it is fine, and will do the job for you.  BUT!!!  If you're a pro, you'll want to spend double the money and get an L. R. Baggs M-80.  The M-80 gives you the truest sound (unbelievable), works in passive mode, and is very easy to change the volume control.  Sincerely, Doc",3,Not Bad,1339459200,"06 12, 2012"
A2T8TWZAWLQWBV,B0025V1REU,Mary V,"[0, 1]","I like the drum machine and the tuner, but I don't like the effects, I don't have an electric guitar, I only have acoustic electric guitars, and I thought that maybe I could make it sound like an electric, but the sounds are distorted, and not very clean, it sound muff.For an electric guitar maybe it would work fine, but not for an acoustic electric guitar.",3,It's OK,1393372800,"02 26, 2014"
ARID6HRKRWGFW,B000CD1R84,Cefer,"[0, 0]",Simple and useful rack stand. Easy to assemble. Easy to mount rack components... but the rubber leg terminals are easy to lose too. A little more interest in the manufacture means more quality.,3,Simple and useful rack stand... but the rubber leg terminals are easy to lose,1383523200,"11 4, 2013"
A2AWJRUEY9IG4B,B0002E1G5C,TonyTee,"[0, 0]",A good piece of kit. Except it does have problems removing occasional sticky string pegs. It's also squeakily noisy when string winding. The cutter works perfectly.,3,Good all rounder,1374969600,"07 28, 2013"
A2N4QZ92NBKJZZ,B0002CZVZK,Phaeton,"[0, 0]","Great guitar companies don't always make (or sell under their aegis) the best strings. I love my Teles but I can't stand Fender strings. Likewise, I love my Martin ukulele, but trying these strings for the second time, I had the same conclusion as I did the first; Aquila's are far better. Aquila's have a more organic feel and a fuller, richer sound. The Martins begin to hold their tune sooner - Aquila's take a couple of days or more - but the sound is thinner and the feel isn't nearly as friendly. The approximately 3 dollar price difference is not, for me, worth the lesser satisfaction, even on my least expensive ukes. Considering how seldom one usually changes uke strings, the higher-priced Aquila's still seem to be worth the extra couple of bucks. Use the Martin's (or any cheaper string) when you are working on your uke, put the stress of repeatedly de-tuning and re-tuning on them. Then switch to Aquila's for playing. Some may like the Martins but few won't love the Aquila's.",3,Aquila is better,1390089600,"01 19, 2014"
AMTQJ1ZZ58BO4,B000MWWT6E,Gordon Tubbs,"[1, 2]","I bought this pedal years ago, and like most guitarists who buy new gear, I fell victim to CONFIRMATION BIAS regarding the reviews I gave to my musician friends. Upfront, the pedal sounds great. In the store, if you demo this pedal, you'll quickly be able to zero in on whatever distortion you prefer... but over time, you'll get very frustrated with the actual tone of the distortion itself. Turn any of the knobs past 12, and you'll get some undesirable nasal/hissy/tinny frequencies that require compression, noise gating, and EQ to tame. The &#34;Top Boost&#34; does provide what it advertises, but if the pedal itself is already Dimebagged and you engage the Top Boost... it just sounds weird and unmusical.Electro Harmonix is a great pedal manufacturer, but I think they overstepped their bounds with this one. Where is this pedal now in my collection? Sold for cash. After deciding to bite the silver bullet and purchase a BOSS ME-70 Multi-Effects to simplify my gigging setup, I figured as nice as it is to have an Analog Distortion like the Metal Muff, it would never compete with the Digital Distortion onboard the ME-70... boy was I wrong. After getting the ME-70, I did an A/B test and the ME-70 took home the gold easily. This came at no surprise... considering both BOSS and MXR are respected manufacturers when it comes to Distortion sounds.What would I recommend you purchase? That depends. If you're in a metal band, and you're recording an EP, no pedal in my opinion comes close to fully-cranked tube-amp distortion. However, if your amp doesn't have a good distortion channel or capability, then a more conservative (and affordable) BOSS DS-1 for a more musical metal tone. The reality is, most manufacturers have great distortion pedals, so it really depends on your subjective standards for tone... since no two distortions sound the same. Personally, I recommend the MXR Fullbore Metal... the pedal I wish I had bought instead of the Metal Muff. The Noise Gate and Mid Scooper switches are far better pedal accessories than a Top Boost. The Fullbore also has a Mid Frequency shaping knob... which can dramatically shape the overall sound.",3,Metal Muffler,1388102400,"12 27, 2013"
A2AM4SM8ZA1D9W,B00BHK2UHI,cowboylove,"[1, 1]",The cable tangles easily. Not stiff enough.It get's in the way and is hard to stay stretched out. But the color and the cloth cover is cool looking and has a more personal feel than the common rubber types. It also seem tightly put together at the ends.,3,Fare,1384646400,"11 17, 2013"
A3RNEUUWTA78QR,B0002GZBO2,Jonathan Cannon,"[0, 0]","It was very hard to get the hole in the strap over the button on my mandolin.  At least it won't fall off soon!  I just got another mandolin with no button, and this strap has no way to attach to it.",3,Not the awesomest design,1388448000,"12 31, 2013"
AM870TTAD2RFT,B0002GXZK4,"CRG ""Scotty Rocket""","[7, 9]","It is taking a chance on ordering a guitar online!I took the chance and got what most of the reviews already shared.Here's my take-PROS:- Cheap! $90 is very inexpensive for a guitar!- Well packaged for shipping- Arrived 1 day early- Fair quality. This is not a top of the line or even middle of the line guitar. It is a cheap guitar that does have some decent craftsmanship, but not stellar.- Good sound! This does have a very good sound- with new strings of course- Size: This is not a full size guitar, but larger than a 3/4. It is a ""concert"" size which I like!- It is a cut-away design without electronics! This combo is very rare!- Fair to good wood materials and furniture- Good design! This guitar sounds good, feels good, looks very good.- Matte finish: this comes with a matte finish, not shiny- I like thatCONS:- Strings- corroded poor quality strings- neck condition: Neck has slight bend, I needed to adjust the truss and file a few frets. There is still a slight dip and bump at the 12th fret causing fret buzz.- frets are not smoothed on ends- neck surface is not sanded well but smooth enoughI like this guitar. It's very inexpensive, needs a little work, sounds very good. I hope this information help you make an informed choice about a guitar purchase.",3,"Cheap Guitar, fair to decent quality",1305849600,"05 20, 2011"
A1LH6RF4UN9VI6,B00GTSM8FW,"E. D. Garcia ""Biggie-E""","[1, 1]","I completely agree with &#34;JPfromOH&#34;.This Planet Waves D'Addario Artist Capo tries to be too many things and winds up doing none of them perfectly.The micro-adjusting knob for tweaking tension/pressure is nice, but I've wound up having to mess about with it repeatedly with every guitar/ukulele that I have.  (A standard tension spring might be a bit too firm, but at least it's consistent.)I also thought I'd like the curved cradle for the neck, but it winds up pushing the capo to odd positions on one of my guitars and makes it very uncomfortable to play with on my tenor ukulele. I know, I know, this isn't designed for ukuleles, but I have no such troubles with my Kyser capos.I don't understand the clip for a tuner on this thing.  I have several clip-on tuners that clip directly to the headstock. (And most are Planet Waves already!)  Why would I want to purchase a separate tuner that can only be used when I'm using the capo?  I suppose that if you have money to burn, this is a useful addition.And the pick holder is a nice touch, but... I use my fingernails so that feature is needless for me.As others have noted, there are other, better capos out there.",3,"It's ok, but there are better.",1400025600,"05 14, 2014"
A1VFUMY02HJIFY,B004PG1A4A,D. Dreifus,"[0, 0]","The odor of adhesive lingered for some time, but that's not really a problem.Size and fit were good. The storage compartment is nice and large.One hinge broke after about a year of normal use. It was in the house almost the whole time, I just open the case to play the guitar and then replace it when done. I noticed if you look carefully, one of the hinges is cracked on both sides, so it is not holding anything anymore, but it is one of three, so the other two still do the job just fine. It is only if you look carefully you see one hinge fractured.This was not an expensive guitar, and I had a better case, so I switched to the better guitar case, and used this one for another guitar that I really don't play at all, and it just stays in storage.",3,Works well for what it is,1392940800,"02 21, 2014"
A37KK1CLMULHE4,B0002D0CLC,"Wynn ""Nemesis""","[0, 0]","I've used these for more than two years but recently shifted to its big brother, the jazz 3 XL. Same thickness and feel /tone, but in a larger form factor. I would definitely recommend the XL version if rhythm+lead work is required. For strictly solo work with easy to achieve pinch harmonics, this one is better.",3,"Nice pick, but try the XL",1383004800,"10 29, 2013"
A2W7M00WSI4JND,B0026KEGLQ,Kreature,"[0, 0]","just received the cable, it sounds clear, doesn't feel like it is made of the best materials, I just got this cable today so I can't really comment on how durable it is and how long it will last, so far I tend to believe it is a decent cable for the price, I don't use a microphone very often so this cable should last a while. so far it is working well, I would buy another one if I needed it, the price is right,",3,cable works feels a bit flimsy,1327104000,"01 21, 2012"
A319B090A2POEB,B0002ZPK0S,Lee,"[0, 0]",This is another adapter that I rarely use and now that I have a digital mixer I am not sure if I will ever get much use out of them with my rig. Traveling about to use some other rig though you never know what you might run into so I plan on keeping these little artifacts for a while longer.,3,A decent adapter,1375660800,"08 5, 2013"
A1EWYZI4ZHU9XZ,B0002E2G24,Mark J,"[3, 3]","This switch does work, but you should look before you leap. The switch travel is greater than it is for a standard 3-way switch, and if you use the common Fender replacement control plate (or one that was only intended for a 3-way switch, it may not fit. You could fairly easily alter the plate, but if you want the cleanest look possible you may want to investigate a new control plate.",3,Make sure your control plate fits,1358467200,"01 18, 2013"
APXEAZI8E8GES,B001GD07SK,"SeBo ""seb6000""","[2, 3]","I ordered this pedal based on the previous 2 reviews, but to me it sounds very tinnie and cheap, plus the control knobs were a bit tight and hard to adjust. I do a have a few Behringer pedals and many are very good for the price, but this one I won't be keeping. To me, it wasn't even close to as good as the Fender amp reverbs...",3,Not the best for this price,1290211200,"11 20, 2010"
A3V1EHVB14TKX,B003SZDFM4,TheMan,"[0, 0]",Not sure if it did improve my sound or not.  I have a fender dreadnought acoustic and I couldn't really tell that much.  Maybe just a little.,3,It's okay,1365638400,"04 11, 2013"
A3775OP5VTX5ON,B0018L46WS,"Coolkayaker ""ck1""","[1, 2]","This is a cheaply built cable.  It has basic ends, they screw on but seem to come loose and need tightening frequently.  The only truly redeeming feature of this cable is it's tiny length : 3 feet.  I use it with my Honey Tone Belt portable ampDanelectro N10A Honey Tone Mini Amp in Aqua, so the cable has to be short.  The amp is on my belt. I use it, thus, just like Jackson and Cole, reviewers below.  Like Jackson, I have a RISA solid body electric ukulele.Let me say, three feet is short, very short.  If you want to put the amp down on the floor, you'd better be (a) short, and (b) siting right over it, because when you find out how limiting three feet cable really is, you'll recognize that you can only use this for one thing: a portable amp, close to or on your body.I suppose you could use it to connect a couple of guitar pedals and not have too much cable, but them again, most connector cables are even shorter.Glad I have it only for the purpose I intended.  Wish it was heftier, stronger, better looking, like my other guitar cables.",3,So so guitar cable,1317081600,"09 27, 2011"
A3AAUG2Z6BD186,B007YWHIP2,"B. Hersey ""6-12 string""","[0, 0]",A three star at best. I was not impressed with the finish or feel and I use a capo often. You can count on the price telling you of the quality of this product.,3,To me the quality is so so.,1402099200,"06 7, 2014"
A2G8O3QXM9EGJS,B000BWEM42,"Amazon Customer ""boo-koo""","[0, 0]","Some of the complaints are well warranted about this cheap unit.  First of all I had to fumble around with it for almost 15 minutes to get it to open straight because it seems like I got a previously-returned unit that some other customer must have bent the arms the wrong way along the joints and I was careful not to manhandle it because I could tell it would break if bent it the wrong way with too much force.  I was about to give up but I felt bad to do the return because I didnt want to make Amazon lose money and this is a weird shaped box and probably costs over $8 in postage to send back to them.But eventually I figured it out.  I am a 5 ft 10 inches tall man and this stand is tall enough because I opened it all the way and there was still an inch or 2 to spare if I wanted to raise it to the maximum.  Looks like those complaining about the height did not realize that all 3 segments can be stretched out to reveal the full height (They probably only raised 2 out of the 3 segments).So for the price I think you get what you pay for and since I just want a stand that will stay in my bedroom at home I think this unit will suffice but if you plan to travel around with it or if you are getting it for a kid under 18 years old I recommend you buy a sturdier unit than this because they will probably break it in short order.  And then you will be out the fifteen bucks plus have to buy a new one.The truth is that its a flimsy piece of junk, okay for a responsible adult that will treat it with great care (such as myself) but not for children or drunks, it is very fragile and easy to break.  I took the advice and tightened the adjustment knobs for height only finger tight without great force as previous reviewers attest that it is easy to strip out the bolt if you over-tighten so be very, very careful.I will keep mine but if I had to purchase a second unit I would not buy this one because I dont like flimsy junk and I feel even my large dog could knock this down and break the dang thing.",3,Good enough for home usage,1379030400,"09 13, 2013"
A32VFJX0MAGKIQ,B003DVGVIS,"Cyrus Cathey ""Ratchet Thunderstud""","[0, 0]",I'm a bass player and so I don't deal with cut picks much.  These picks are really hard and last forever.  I did not notice any additional string wear or damage.  These would probably better suited to guitarists.,3,Really Hard,1402012800,"06 6, 2014"
A2JPRN080WBJ4N,B000T9NKEU,Mike Black,"[1, 1]","I bought this effect because I saw a few YouTube demos that made it look pretty good. I had always wanted an attack delay effect and the Behringer Slow Motion was priced well below all competitors. When it arrived, I tested it thoroughly and found that it is tricky to learn and limited in scope. It only works well under these circumstances: All notes must be played slowly, individually and deliberately in order for the attack delay effect to kick in. You can't play a quick series of notes and expect the effect to work properly. Having said that, I found that the effect is nice, once you have mastered the technique. I tried to use it in conjunction with overdrive and sustain pedals and it did not work well at all. Other reviewers have suggested using it with a digital or analog delay pedal, which I have not tried. I considered returning the unit to Amazon for a refund, but I don't think that would be fair as it DOES work to some extent and it didn't cost me a lot of money in the first place. However, I do not think I would recommend it to a friend.",3,"Not bad, but not great either.",1360022400,"02 5, 2013"
A18C03TA8N26L4,B000AAGM0M,Javier Fernandez,"[1, 1]","I really like this product as it comes complete with all functions anyone needs. I just miss the ""mecanical"" click of a mechanic metronome. The rest is just great. i've bought a cable which allows me to connect the metronome to my line6 amp and the result is much much better.",3,Good tuner and metronome,1294704000,"01 11, 2011"
AOFLZO8T1IF3B,B002NG7DEK,Katheryn Bowling,"[2, 2]",Very nice quality of leather. It's just a little bit short for my taste. The guitar rested too high for my liking. With some creative engineering I was able to get it to the length I needed.,3,Nice Strap..Just a Bit Short,1378598400,"09 8, 2013"
A1S8R9OAIQT7YI,B009ZX8ZJG,patriotsarebest,"[0, 0]",For my first gig bag its ok. I since then bought a new alvarez acoustic electric which i will be buying a hard case simply because the build quality and protection isnt there in a padded case. I have had this padded bag for a year now with light use and edges are starting to tare and rip. Also i am concerned that the zippers might get stuck and break at any moment. I will be replacing this with a hard cases as soon as i buy one for my alvarez.,3,For my first gig bag its ok. I since ...,1403913600,"06 28, 2014"
A1GXG8FTXEA72D,B0002E1G5C,Mustafa M.,"[0, 0]",Does the job well enough,3,Good tool,1404864000,"07 9, 2014"
A1LJXZC1RFW07C,B00EPWAQS0,K. Ray,"[1, 2]","Tone is subjective and 3 stars means it just OK to me.  It does need a hot signal going in to sound good, so use a boost in front of it or hot pickups.  The distortion is fuzzy, but not fuzz, almost like a fuzzy static.  The EQ switch that removes the tone circuit causes the pedal to become really dark so I always have the tone in the circuit. I used it with a vintage Vibrolux Reverb. This is not my go to pedal or my go to second pedal.  I am still trying to figure out how to use it so it sounds good to me.  It is made well. For the money I am not mad I tried it.",3,Meh,1395878400,"03 27, 2014"
A3RFWANBUVX4RA,B000JRPYGE,Arik Burke,"[1, 5]","when given a budget for cheap microphones, the odds are that you cant afford to make a mistake by buying this one. I like the fact that it adds a deeper, bassier tone to any voice but it's missing clarity. If you want the low tone but also treasure your clarity, spend 30 dollars less and get an MXL 990 instead. it even comes with its own shockmount and carrying case. I hooked the 990 up to a cheap ART Tube MP preamp and after letting a few vocalists experiment with it, they agreed that the 990 was clearly superior to the V67G that was hooked up to much more expensive preamp. Some vocalists actually prefer the MXL 990 over a couple of my Shure condenser microphones.",3,"its pretty, but not great",1364774400,"04 1, 2013"
A3E7O9NSS47TE8,B000V4YFLA,Gustavo Posada,"[0, 0]","I use this guy with a Fender Twin, since Overdrive sound is not enough for now a days metal. Not much of noise and practical carry. If you really want to go for something a bit more &#34;Marshall JCM900 like&#34;... get a MXR Custom Badass '78 Distortion. For a extreme... get a Riot!",4,A No.1 Classic!,1364169600,"03 25, 2013"
A1VOONTYYM0SDA,B002GYWBIM,Vensez,"[0, 0]","I've had the amp for 2 months or so now and love it. It's choice of effects is thorough for a beginner like me. I don't have the greatest guitar ever but the sounds from the amp are clean and crisp. The choice of effects is nice with reverb, tremolo, delay, among other less-useful effects. The auxillary jack is also a great addition. The amp looks nice with the chrome knobs and is very simple to use.",4,"Great amp, better price.",1344211200,"08 6, 2012"
A3AOPVQ7EZHTWA,B00HFRXACG,"frankp93 ""frankp93""","[2, 2]","I put the set on my Squire Jazz Bass with threaded bridge rollers. If you don't like loading up the tuners, trim a few inches off the leads; they're about 8-9 inches and have no cloth covering like Fenders. I usually play medium gauge flatwounds on this bass and the FlexSteels have overall less tension. I let out the truss rod a half turn to eliminate buzzing (yeah, ironic for a set designed for slapping).Gave them a good stretch and they're holding pitch well. I find the windings on the FlexSteels more comfortable than Rotosounds - at least comparing new-to-new. That helps when playing more horizontally with a lot of position shifting.Overall I'm more into jazz and classic prog than slapping and there's plenty of 'piano low-end sproing' (Squire, Lake and Ray Bennett fans will feel right at home, fingers or pick). The set is so bright-sounding in fact I had to roll a considerable amount off.The label says 'Light Top/Medium Bottom' (45-65-85-105): I found the gauge balance between the low E-A and the high D-G a little more pronounced than I'd like, but not outright uncomfortable.",4,Comfortable Alternative to Rotosounds,1403481600,"06 23, 2014"
A2ISZAYDM4Y791,B000B6DHB2,AMlevesque,"[0, 0]","the mini amp did not arrive with the battery as it was stated in literature. good thing I had purchased the 9volt power adapter. I was really surprised at the output considering how small the speaker size. ideal for kicking aound house and small partyof friends. should already come with 9volt adapter with along cord. it would be worth the increase in price to have it come altogether. would purchase again,",4,mini amp,1387497600,"12 20, 2013"
A1XDIC6OQKYJXW,B0009G1KEU,J. Rodino,"[0, 0]","Bought as a gift for my son, and he's very pleased with it. What can you say? It's a guitar strap, it does the job, and looks good. And $20 for a Levy's Leather strap is a good deal. I got the gold, and it's good-looking without being garish.",4,"Good, functional strap",1356652800,"12 28, 2012"
A2TBAUW2W7J538,B00GTSM8FW,Psychic Cypher,"[1, 1]","The capo is pretty good. I like the ability to customize tension. However, it is unclear which way the capo should be put on - with the &#34;pincer&#34; side facing the floor, or facing the ceiling? In either direction, it's a bit awkward to put on/take off, as the angle of the pincer is difficult to get right quickly. The Kaiser is still the best, IMO, but you can't adjust the tension on those. Overall, this is good but not great.",4,Pretty good,1400976000,"05 25, 2014"
A2BT968XSRPP0K,B001FSZR4U,"CJB ""Cjb""","[0, 0]","I give this product a 5 stars in terms of the idea, but a 4 or less in terms of the materials used to make it, especial the outer plastic shell. The cloth in the sandwitch which does the cleaning is a good and fare material. All and all for the price it's a 5 star. Good idea to clean the strings (especial metal strings) without damaging them or the guitar itself.",4,Good Idea to clean Guitar Strings without causing damage.,1324339200,"12 20, 2011"
AN5QXK8A9F8LH,B0002GXV2Q,"S. O. ""soo""","[0, 0]","These are a bit short, only complaint.But I should have known that going into a 6"" double right ended cable.Perhaps a straight to straight would be better.Anyway, besides that, they seem to be decent enough quality.I can see a few years of careful use.",4,good price,1333584000,"04 5, 2012"
A4XWMOFB1HY04,B005MR6IHK,Mr. GrvThang,"[0, 0]","For a cheap tuner, this one is pretty good - it's about as accurate as the Snark, and not as delicate (the ball joint on the Snark makes it prone to breakage if you're not careful packing it in a case or gigbag).The display is large and bright.  I wouldn't use it to intonate an instrument, but for quick knockaround tuning, it's fine.",4,Can't go wrong for the price!,1375056000,"07 29, 2013"
ACY9QYNDFLVBI,B000ULAP4U,G. Farnsworth,"[1, 1]","These headphones are kind of classics.  Very popular and you can read all about them on the headphone review websites.  They are certainly a cut above your cheap headphones.  However, when I compare them to my other headphones (Sennheiser HD595's) I find that these are very, very inferior.  I had originally intended for them to be used with my digital piano because I wanted some isolation, which my HD595's do not provide.  These do provide isolation but the sound is markedly inferior.  I think closed-style headphones are just not up to the task of reproducing high quality classical music like open style headphones.I use these at work now.  They are excellent at blocking out room noise and they provide enough quality for me to listen to music while working.Unfortunately they are also not nearly as comfy as my Sennheisers.  They are a bit too small for my ears, I guess. And they get hot.  Overall they are just not as good.  They were a good price, though, and they fill a niche that I need.  If only I could find a set of really high quality closed cans for my piano now...",4,"Great headphones but my others are much better.  Good isolation, though.",1384560000,"11 16, 2013"
A2EZWZ8MBEDOLN,B0002D0Q2W,Charlo,"[4, 4]","I've been useing this pedal for several years and it does the job.  Yes, it could be metal, and I wish the button gave a satisfying 'click' when I step on it.  For under thirty clams I can look past these things.  I have not had any issues with noise (crackling or oscillation).  I really have no complaints at all with it's performance so I am glad I didn't shell out 3-4X more money so I can feel more secure when I unlatch my pedal board in front of gear-snobs.  I don't think I need to run this pedal with every amp I own but it does a great job 'opening up the sound' of boxy or dark sounding amps.  When I run it in the effects loop of my Palomino V8 (great little practice amp btw) that little amp sounds HUGE.  Also great in front of my Blues Jr.  If you own an amp with a single tone knob (Pro Jr, Valve Jr etc) or if you find your tone stack lacking responsiveness you owe it to yourself to buy one of these. Even if you are satisfied with the responsiveness of your amp's controls, this pedal can double as a volume boost when playing lead.  Once my sound is dialed in, I leave typically leave it on and forget about it.  It's also pretty indespensible for shaping the sound of your amplified acoustic guitar-",4,GREAT PEDAL FOR THE MONEY,1311811200,"07 28, 2011"
A6KYDNP84GGGJ,B000NGVQKO,GolferMark,"[0, 0]",Sounds like a great concept and they seem well made. I just don't care for them. I know others love them so I guess it's just a personal thing.It took weeks to receive them in the US. Don't be in a rush.,4,Not crazy about them and took a long time to arrive in the US,1367625600,"05 4, 2013"
